ISO3,Country,M49_Region,M49_Subregion,WB_Region,Global_North_South,EGDI,OSI,TII,HCI,Penetration_Pct,Penetration_Year,p,Broadband_per100,Broadband_Year,HiTech_Pct,HiTech_Year,I_pen,I_bb,I_ht,T_adj_EGDI,T_adj_OSI,Phi_EGDI,Phi_OSI,R_facade,I_egov,Signed_Div,I_health,I_education,I_income,HDI_Standard,Rank_Standard,Tier_I,Tier_II,Tier_III,Exclusion_Reason,I_bb_T2,I_digital_T2,HDIN_T2,Rank_T2,I_digital_A,HDIN_A,Rank_A,I_digital_B,HDIN_B,Rank_B,I_digital_C,HDIN_C,Rank_C
HTI,Haiti,Americas,Latin America and the Caribbean,Latin America & Caribbean ,South,0.2117,0.1379,0.2087,0.2883,47.99269867,2023,0.4799269867,0.3068,2022,,,0.4799269867,,,0.10160054308439,0.06618193146593,0.11009945691561,0.07171806853406999,2.0836502795478244,0.0708,-0.0708,0.6727,0.4964,0.5034,0.5520,158,1,1,0,HiTech_Pct missing or non-positive,0.005929636780756125,0.066125113541134706,0.32470068932853996,156,,,,,,,,,
SOM,Somalia,Africa,Sub-Saharan Africa,Sub-Saharan Africa ,South,0.1468,0.2971,0.1432,0.0,26.12010002,2023,0.2612010002,0.7230,2023,,,0.2612010002,,,0.03834430682936,0.07760281715941998,0.10845569317064001,0.21949718284057998,3.828469260203086,0.15389999999999998,0.15389999999999998,0.5555,0.2758,0.3583,0.3800,193,1,1,0,HiTech_Pct missing or non-positive,0.013973687719969617,0.051919310956288323,0.23105401167132752,174,,,,,,,,,
ITA,Italy,Europe,Southern Europe,Europe & Central Asia,North,0.8356,0.7624,0.9017,0.8426,87.0278292,2023,0.870278292,31.8411,2023,9.9837,2023,0.870278292,0.6154,0.1560,0.7272045407951999,0.6635001698208,0.10839545920480004,0.09889983017920004,1.1490577315238837,0.13929999999999998,-0.13929999999999998,0.9855,0.8207,0.9204,0.9060,30,1,1,1,,0.61540468611386523,0.73028409792674431,0.85867215331531621,34,0.4965,0.7797,34,0.4782,0.7724,35,0.5171,0.7877,34
IRN,Iran (Islamic Republic of),Asia,Southern Asia,"Middle East, North Africa, Afghanistan & Pakistan",South,0.6564,0.3773,0.8987,0.6932,83.71050262,2023,0.8371050262,12.0206,2023,0.8140,2022,0.8371050262,0.2323,0.0127,0.54947573919768,0.31583972638526003,0.10692426080231997,0.061460273614739984,1.1945932334673155,0.5214000000000001,-0.5214000000000001,0.8393,0.7503,0.7546,0.7800,78,1,1,1,,0.23232657068695267,0.47454323273643495,0.68910624978846358,87,0.1920,0.5496,97,0.1597,0.5249,102,0.2008,0.5558,99
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Europe & Central Asia,North,0.6329,0.5003,0.7763,0.6222,83.3771539,2023,0.833771539,28.4401,2023,4.9671,2023,0.833771539,0.5497,0.0776,0.5276940070331,0.4171359009617,0.1052059929669,0.0831640990383,1.1993693154834348,0.276,-0.276,0.8507,0.7200,0.7719,0.7790,80,1,1,1,,0.5496723044601769,0.62303296766151572,0.73670776857464837,71,0.3702,0.6468,65,0.3415,0.6339,66,0.4015,0.6601,64
LTU,Lithuania,Europe,Northern Europe,Europe & Central Asia,North,0.9110,0.8839,0.9631,0.8861,88.50287484,2023,0.8850287484,27.9638,2023,14.4029,2023,0.8850287484,0.5405,0.2251,0.8062611897924,0.78227691071076,0.1047388102076,0.10162308928923999,1.129906798855801,0.07919999999999994,-0.07919999999999994,0.8353,0.9055,0.8978,0.8790,37,1,1,1,,0.54046667864963538,0.7278926805312198,0.83848340642887009,36,0.5428,0.7792,35,0.5317,0.7752,34,0.5588,0.7849,35
MDV,Maldives,Asia,Southern Asia,South Asia,South,0.6745,0.622,0.7886,0.613,84.55290222,2023,0.8455290222,18.6293,2023,0.1895,2023,0.8455290222,0.3601,0.0030,0.5703093254739,0.5259190518084,0.10419067452609998,0.09608094819159997,1.182691514713568,0.16659999999999997,-0.16659999999999997,0.9360,0.5970,0.7914,0.7620,87,1,1,1,,0.36005535358455049,0.55787395749616309,0.70476702927155144,82,0.1506,0.5080,104,0.1439,0.5022,104,0.1631,0.5182,104
GNQ,Equatorial Guinea,Africa,Sub-Saharan Africa,Sub-Saharan Africa ,South,0.2855,0.1932,0.2532,0.4102,63.51950073,2023,0.6351950073,0.1007,2022,,,0.6351950073,,,0.18134817458414998,0.12271967541036001,0.10415182541585,0.07048032458964,1.574319679007968,0.05999999999999997,-0.05999999999999997,0.6337,0.6130,0.7053,0.6500,133,1,1,0,HiTech_Pct missing or non-positive,0.0019462660489639565,0.060749236446062248,0.35918213061449022,148,,,,,,,,,
DJI,Djibouti,Africa,Sub-Saharan Africa,"Middle East, North Africa, Afghanistan & Pakistan",South,0.2911,0.2092,0.384,0.28,64.75869751,2023,0.6475869751000001,1.4721,2023,3.2755,2023,0.6475869751000001,0.0285,0.0512,0.18851256845161005,0.13547519519092002,0.10258743154838999,0.07372480480907999,1.5441941213310852,0.1748,-0.1748,0.6594,0.3527,0.5871,0.5150,171,1,1,1,,0.028451819768419467,0.15144309906943129,0.37920931138230168,145,0.1155,0.3544,129,0.1101,0.3501,128,0.1535,0.3805,128
SVK,Slovakia,Europe,Eastern Europe,Europe & Central Asia,North,0.8021,0.7097,0.8985,0.7982,87.2131343,2023,0.872131343,33.1726,2023,9.7185,2023,0.872131343,0.6411,0.1519,0.6995365502203,0.6189516141271,0.10256344977970004,0.09074838587290003,1.1466162843777077,0.18879999999999997,-0.18879999999999997,0.8512,0.8425,0.8721,0.8550,45,1,1,1,,0.64113907781391999,0.73133246228903959,0.82237645078438926,43,0.4937,0.7454,42,0.4686,0.7358,44,0.5150,0.7534,41
DMA,Dominica,Americas,Latin America and the Caribbean,Latin America & Caribbean ,South,0.5445,0.3798,0.6757,0.5781,81.33650208,2023,0.8133650208000001,20.8601,2022,2.8833,2023,0.8133650208000001,0.4032,0.0451,0.4428772538256,0.30891603489984004,0.10162274617439997,0.07088396510015998,1.2294602969481423,0.29589999999999994,-0.29589999999999994,0.8151,0.6826,0.7290,0.7400,97,1,1,1,,0.40317084814292975,0.52563708282795318,0.67951285239249892,90,0.2844,0.5828,86,0.2605,0.5702,89,0.3175,0.5990,86
LBN,Lebanon,Asia,Western Asia,"Middle East, North Africa, Afghanistan & Pakistan",South,0.5449,0.4489,0.6425,0.5433,81.7059021,2023,0.817059021,7.2917,2022,4.3024,2023,0.817059021,0.1409,0.0672,0.44521546054290007,0.3667777945269,0.09968453945709999,0.08212220547309998,1.2239017920346784,0.19359999999999994,-0.19359999999999994,0.8372,0.6215,0.7271,0.7230,109,1,1,1,,0.14092937586127588,0.37148538440836926,0.6122820917915317,108,0.2423,0.5503,96,0.2296,0.5429,97,0.2735,0.5672,95
LBY,Libya,Africa,Northern Africa,"Middle East, North Africa, Afghanistan & Pakistan",South,0.5466,0.0808,0.9639,0.5952,82.10469818,2023,0.8210469818,4.5184,2022,,,0.8210469818,,,0.44878428025188,0.06634059612944,0.09781571974811998,0.014459403870559998,1.2179570988832784,0.8831,-0.8831,0.8023,0.6475,0.7985,0.7460,92,1,1,0,HiTech_Pct missing or non-positive,0.087328783670692564,0.3180687622500083,0.60268880720071705,111,,,,,,,,,
DOM,Dominican Republic,Americas,Latin America and the Caribbean,Latin America & Caribbean ,South,0.7013,0.6405,0.7444,0.7189,86.12689972,2023,0.8612689971999999,11.1346,2023,6.0309,2023,0.8612689971999999,0.2152,0.0943,0.60400794773636,0.5516427927065999,0.09729205226364004,0.08885720729340003,1.1610774371897943,0.10389999999999999,-0.10389999999999999,0.8334,0.6816,0.7898,0.7660,82,1,1,1,,0.21520252183509503,0.48195845994135256,0.68191061946344433,89,0.3205,0.6158,76,0.3118,0.6116,74,0.3459,0.6277,75
SYC,Seychelles,Africa,Sub-Saharan Africa,Sub-Saharan Africa ,South,0.6773,0.4638,0.8913,0.6769,86.001297,2023,0.86001297,30.7719,2023,0.0384,2023,0.86001297,0.5947,0.0006,0.582486784581,0.398874015486,0.09481321541900001,0.064925984514,1.16277316143267,0.4275,-0.4275,0.7960,0.7592,0.8532,0.8020,67,1,1,1,,0.59473986327819239,0.66789169326173592,0.76604898062670146,60,0.1156,0.4941,106,0.1006,0.4772,106,0.1212,0.5000,108
ARG,Argentina,Americas,Latin America and the Caribbean,Latin America & Caribbean ,South,0.8573,0.7965,0.8425,0.933,89.22897166,2023,0.8922897166,25.3581,2023,5.4496,2023,0.8922897166,0.4901,0.0852,0.76495997404118,0.7107087592719,0.09234002595881999,0.0857912407281,1.120712232132879,0.04600000000000004,-0.04600000000000004,0.8625,0.8715,0.8151,0.8490,48,1,1,1,,0.49010535348791362,0.69418945981287683,0.80756753378183976,46,0.4109,0.7083,52,0.4060,0.7062,51,0.4280,0.7156,52
UZB,Uzbekistan,Asia,Central Asia,Europe & Central Asia,South,0.7999,0.7648,0.8769,0.758,89.01361047,2023,0.8901361047,30.2699,2023,2.8224,2023,0.8901361047,0.5850,0.0441,0.71201987014953,0.6807760928745601,0.08788012985046997,0.08402390712543997,1.1234237042177129,0.11209999999999998,-0.11209999999999998,0.7950,0.7302,0.6630,0.7270,106,1,1,1,,0.58503752408673348,0.71841835155837541,0.72514519875073646,76,0.3576,0.6091,80,0.3472,0.6046,79,0.3748,0.6163,80
THA,Thailand,Asia,South-eastern Asia,East Asia & Pacific,South,0.8351,0.7611,0.941,0.8032,89.53525238,2023,0.8953525238000001,14.5089,2023,26.0506,2023,0.8953525238000001,0.2804,0.4072,0.74770889262538,0.6814528058641801,0.08739110737461993,0.07964719413581994,1.1168785181459717,0.17989999999999995,-0.17989999999999995,0.9182,0.7273,0.7748,0.8030,66,1,1,1,,0.28041886273895877,0.57259112267615819,0.73777048100364839,70,0.5258,0.7222,48,0.5004,0.7133,47,0.5430,0.7280,49
PLW,Palau,Oceania,Micronesia,East Asia & Pacific,South,0.5072,0.2787,0.491,0.752,82.91629791,2023,0.8291629790999999,7.3334,2023,,,0.8291629790999999,,,0.42055146299951995,0.23108772227517,0.08664853700048004,0.047612277724830024,1.2060355143755117,0.2123,-0.2123,0.6979,0.9133,0.7953,0.7970,71,1,1,0,HiTech_Pct missing or non-positive,0.14173532714470982,0.36698280903350383,0.65674358563750201,94,,,,,,,,,
SVN,Slovenia,Europe,Southern Europe,Europe & Central Asia,North,0.8759,0.864,0.9107,0.853,90.37794678,2023,0.9037794678000001,31.8815,2023,8.2035,2023,0.9037794678000001,0.6162,0.1282,0.79162043584602,0.7808654601792,0.08427956415397994,0.08313453982079994,1.1064646140216285,0.046699999999999964,-0.046699999999999964,0.9559,0.9129,0.9109,0.9260,22,1,1,1,,0.61618551181771974,0.7610800128315075,0.88193011361726625,28,0.4876,0.7890,32,0.4818,0.7867,30,0.5050,0.7960,30
AZE,Azerbaijan,Asia,Western Asia,Europe & Central Asia,South,0.7607,0.7386,0.8203,0.7233,89.0,2023,0.89,20.8825,2023,4.1722,2023,0.89,0.4036,0.0652,0.677023,0.657354,0.083677,0.081246,1.1235955056179776,0.0817,-0.0817,0.8229,0.7049,0.7571,0.7600,89,1,1,1,,0.40360378120645302,0.62418915484743809,0.72357909217284988,78,0.3549,0.6283,70,0.3474,0.6250,68,0.3763,0.6376,73
IRQ,Iraq,Asia,Western Asia,"Middle East, North Africa, Afghanistan & Pakistan",South,0.4572,0.1876,0.6874,0.4967,81.80889893,2023,0.8180889893,17.2313,2023,,,0.8180889893,,,0.37403028590796,0.15347349439268,0.08316971409204002,0.03412650560732001,1.222360908262135,0.4998,-0.4998,0.7898,0.5666,0.6813,0.6730,128,1,1,0,HiTech_Pct missing or non-positive,0.33303569185216109,0.46708870511552469,0.61430332148217015,107,,,,,,,,,
MNE,Montenegro,Europe,Southern Europe,Europe & Central Asia,North,0.7211,0.5214,0.9229,0.719,88.5515976,2023,0.885515976,32.0155,2023,7.9952,2023,0.885515976,0.6188,0.1250,0.6385455702935999,0.4617080298864,0.0825544297064,0.05969197011360001,1.129285102813323,0.4015000000000001,-0.4015000000000001,0.8745,0.8396,0.8182,0.8440,50,1,1,1,,0.61877537925129633,0.70465051574066784,0.80661514722131811,47,0.4573,0.7240,47,0.4022,0.7011,52,0.4737,0.7304,48
ROU,Romania,Europe,Eastern Europe,Europe & Central Asia,North,0.7636,0.6548,0.8922,0.7439,89.20335498,2023,0.8920335498,34.6706,2023,12.6747,2023,0.8920335498,0.6701,0.1981,0.68115681862728,0.5841035684090401,0.08244318137271996,0.07069643159095998,1.1210340689811575,0.23739999999999994,-0.23739999999999994,0.8326,0.7817,0.8696,0.8270,53,1,1,1,,0.67009147643703815,0.74117505958538699,0.8047837740998024,48,0.5329,0.7411,44,0.4980,0.7286,45,0.5558,0.7489,43
CHN,China,Asia,Eastern Asia,East Asia & Pacific,South,0.8718,0.9258,0.8995,0.7902,90.6,2023,0.9059999999999999,44.7289,2023,26.5682,2023,0.9059999999999999,0.8645,0.4153,0.7898508,0.8387747999999999,0.08194920000000007,0.08702520000000007,1.1037527593818985,0.02629999999999999,0.02629999999999999,0.9013,0.6930,0.7846,0.7880,75,1,1,1,,0.86449195111721855,0.85207548686651247,0.80386338071812813,49,0.7119,0.7686,36,0.7072,0.7673,36,0.7390,0.7758,36
URY,Uruguay,Americas,Latin America and the Caribbean,Latin America & Caribbean ,South,0.9006,0.8832,0.9437,0.8749,90.92590332,2023,0.9092590332,32.4032,2023,10.7072,2023,0.9092590332,0.6263,0.1674,0.8188786852999199,0.80305757812224,0.08172131470007998,0.08014242187776,1.0997966074427117,0.0605,-0.0605,0.8923,0.7839,0.8162,0.8300,52,1,1,1,,0.6262686001766522,0.77545382579699984,0.81570105255695624,45,0.5285,0.7412,43,0.5204,0.7383,43,0.5436,0.7464,44
CAF,Central African Republic,Africa,Sub-Saharan Africa,Sub-Saharan Africa ,South,0.0947,0.1128,0.0,0.1713,13.8416996,2023,0.13841699600000001,0.0161,2022,1.8786,2023,0.13841699600000001,0.0003,0.0294,0.013108089521200001,0.015613437148800001,0.0815919104788,0.09718656285119999,7.224546326666415,0.1128,0.1128,0.5304,0.3342,0.3266,0.3870,191,1,1,1,,0.00031117063940734558,0.0082649927491429444,0.14789965283023457,182,0.0113,0.1601,158,0.0110,0.1589,158,0.0262,0.1974,158
MKD,North Macedonia,Europe,Southern Europe,Europe & Central Asia,North,0.7070,0.6642,0.7546,0.7023,88.5,2023,0.885,29.1772,2023,5.2297,2023,0.885,0.5639,0.0817,0.625695,0.587817,0.08130499999999999,0.07638299999999999,1.1299435028248588,0.09040000000000004,-0.09040000000000004,0.8290,0.7022,0.7703,0.7650,83,1,1,1,,0.56391850808173927,0.67843373435535803,0.7426696425942112,68,0.3997,0.6507,63,0.3904,0.6468,63,0.4295,0.6624,62
SUR,Suriname,Americas,Latin America and the Caribbean,Latin America & Caribbean ,South,0.6366,0.4814,0.8714,0.5568,87.4,2023,0.8740000000000001,17.5374,2023,3.2127,2023,0.8740000000000001,0.3390,0.0502,0.5563884000000001,0.42074360000000005,0.08021159999999994,0.060656399999999944,1.1441647597254003,0.38999999999999996,-0.38999999999999996,0.7737,0.5840,0.7270,0.6900,124,1,1,1,,0.33895179947468213,0.54828851374299137,0.65145174338958356,95,0.3016,0.5610,91,0.2666,0.5440,95,0.3202,0.5695,93
CYP,Cyprus,Asia,Western Asia,Europe & Central Asia,North,0.8619,0.8217,0.8941,0.8698,91.22110357,2023,0.9122110357,36.9006,2023,18.7420,2023,0.9122110357,0.7132,0.2929,0.78623469166983,0.7495638080346899,0.07566530833017004,0.07213619196531004,1.096237560021003,0.07240000000000002,-0.07240000000000002,0.9521,0.8659,0.9056,0.9070,29,1,1,1,,0.71319150910029161,0.79974444014238599,0.87904171904738881,29,0.6222,0.8256,21,0.6106,0.8217,21,0.6437,0.8326,21
NRU,Nauru,Oceania,Micronesia,East Asia & Pacific,South,0.4454,0.2439,0.5863,0.5061,83.03970337,2023,0.8303970337,9.9568,2022,,,0.8303970337,,,0.36985883880998,0.20253383651943,0.07554116119002002,0.04136616348057001,1.2042432227199802,0.34240000000000004,-0.34240000000000004,0.6771,0.6572,0.7563,0.6960,122,1,1,0,HiTech_Pct missing or non-positive,0.19243874673609057,0.38952748211208699,0.6017216575050448,112,,,,,,,,,
DEU,Germany,Europe,Western Europe,Europe & Central Asia,North,0.9382,0.9238,0.9236,0.9672,92.4763763,2023,0.924763763,45.3805,2023,17.7818,2023,0.924763763,0.8771,0.2779,0.8676133624466,0.8542967642593999,0.07058663755340004,0.06950323574060004,1.0813572503705469,0.00019999999999997797,0.00019999999999997797,0.9383,0.9570,0.9541,0.9500,7,1,1,1,,0.87708566469720772,0.88947350501435107,0.93431891593414163,7,0.6650,0.8688,12,0.6650,0.8688,12,0.6810,0.8740,12
MLT,Malta,Europe,Southern Europe,"Middle East, North Africa, Afghanistan & Pakistan",North,0.8886,0.8749,0.9747,0.8162,92.07266941,2023,0.9207266941000001,44.2825,2023,43.2693,2023,0.9207266941000001,0.8559,0.6763,0.81815774037726,0.8055437846680901,0.07044225962273992,0.06935621533190993,1.0860986288417418,0.0998,-0.0998,0.9801,0.8476,0.9210,0.9150,25,1,1,1,,0.85586421363700493,0.86388821312506525,0.90166378966728433,20,0.8126,0.8880,8,0.7915,0.8822,9,0.8329,0.8935,7
JAM,Jamaica,Americas,Latin America and the Caribbean,Latin America & Caribbean ,South,0.6678,0.5677,0.7296,0.706,89.47304282,2023,0.8947304282,15.7852,2023,2.6470,2023,0.8947304282,0.3051,0.0414,0.5975009799519599,0.50793846408914,0.07029902004803996,0.059761535910859975,1.1176550707141804,0.16190000000000004,-0.16190000000000004,0.7789,0.6544,0.6910,0.7060,115,1,1,1,,0.30508638367533114,0.54636711429509632,0.66232614403482404,92,0.2866,0.5637,90,0.2742,0.5575,90,0.3083,0.5741,90
LVA,Latvia,Europe,Northern Europe,Europe & Central Asia,North,0.8852,0.8092,0.966,0.8805,92.18791291,2023,0.9218791290999999,25.9948,2023,18.5544,2023,0.9218791290999999,0.5024,0.2900,0.8160474050793199,0.74598459126772,0.06915259492068007,0.06321540873228007,1.0847409041316154,0.15679999999999994,-0.15679999999999994,0.8604,0.9043,0.8717,0.8790,37,1,1,1,,0.50241108927118427,0.723018698782673,0.83682062748075525,38,0.5754,0.7904,31,0.5514,0.7820,31,0.5869,0.7943,31
HUN,Hungary,Europe,Eastern Europe,Europe & Central Asia,North,0.8043,0.7144,0.8282,0.8703,91.4500713,2023,0.914500713,36.7902,2023,18.8625,2023,0.914500713,0.7111,0.2948,0.7355329234659,0.6533193093672001,0.06876707653409998,0.061080690632799986,1.0934928598573985,0.11380000000000001,-0.11380000000000001,0.8455,0.8270,0.8814,0.8510,47,1,1,1,,0.71105776757292705,0.78204249063493247,0.83321221753913943,39,0.6128,0.7839,33,0.5946,0.7780,32,0.6388,0.7921,32
EST,Estonia,Europe,Northern Europe,Europe & Central Asia,North,0.9727,0.9954,0.9731,0.9497,93.18342241,2023,0.9318342241,35.2540,2023,16.5812,2023,0.9318342241,0.6814,0.2592,0.90639514978207,0.9275477866691401,0.06630485021792995,0.06785221333085995,1.0731522562029068,0.022299999999999986,0.022299999999999986,0.9101,0.8945,0.8939,0.8990,31,1,1,1,,0.68136706345755038,0.83178762620881086,0.88204900216678783,27,0.6214,0.8201,26,0.6180,0.8189,22,0.6306,0.8230,25
RUS,Russian Federation,Europe,Eastern Europe,Europe & Central Asia,North,0.8533,0.7766,0.9512,0.8319,92.24496346,2023,0.9224496346,25.8239,2023,9.7298,2021,0.9224496346,0.4991,0.1521,0.7871262732041799,0.7163743862303599,0.06617372679582004,0.06022561376964003,1.084070026688913,0.1746000000000001,-0.1746000000000001,0.7710,0.8488,0.8456,0.8210,56,1,1,1,,0.49910804192492864,0.71295241836474543,0.79254023152870301,52,0.4845,0.7196,50,0.4618,0.7110,48,0.4964,0.7240,51
KGZ,Kyrgyzstan,Asia,Central Asia,Europe & Central Asia,South,0.7316,0.6072,0.8815,0.7061,91.04440308,2023,0.9104440307999999,6.4465,2023,16.3335,2023,0.9104440307999999,0.1246,0.2553,0.66608085293328,0.5528216155017599,0.06551914706672006,0.05437838449824005,1.0983651560890657,0.2743,-0.2743,0.7767,0.7597,0.5842,0.7010,117,1,1,1,,0.1245938836608356,0.42275846134544354,0.61785607786296526,105,0.3727,0.5987,82,0.3440,0.5868,82,0.3888,0.6051,84
BTN,Bhutan,Asia,Southern Asia,South Asia,South,0.6511,0.5886,0.817,0.5478,90.02140045,2023,0.9002140045,1.3188,2023,0.0107,2023,0.9002140045,0.0255,0.0002,0.58612933832995,0.5298659630487,0.06497066167005,0.0587340369513,1.1108469708327005,0.22839999999999994,-0.22839999999999994,0.8035,0.5574,0.7048,0.6810,125,1,1,1,,0.025488934114932131,0.23781010242340819,0.52343439906661138,126,0.0387,0.3325,134,0.0363,0.3272,133,0.0415,0.3383,139
KAZ,Kazakhstan,Asia,Central Asia,Europe & Central Asia,South,0.9009,0.939,0.9235,0.8403,92.87846096,2023,0.9287846096,14.3457,2023,34.4293,2023,0.9287846096,0.2773,0.5381,0.83674205478864,0.8721287484143999,0.06415794521136002,0.06687125158560002,1.0766758941351002,0.015499999999999958,0.015499999999999958,0.7614,0.8260,0.8187,0.8020,67,1,1,1,,0.27726463613328928,0.59951542664994373,0.74538305954906492,65,0.5835,0.7404,45,0.5813,0.7396,42,0.6005,0.7457,45
BLR,Belarus,Europe,Eastern Europe,Europe & Central Asia,North,0.7445,0.576,0.9156,0.7419,91.51249979,2023,0.9151249979,35.0932,2023,6.0158,2021,0.9151249979,0.6783,0.0940,0.6813105609365501,0.5271119987903999,0.06318943906345,0.04888800120959999,1.0927468950086257,0.3396,-0.3396,0.8192,0.7964,0.7880,0.8010,69,1,1,1,,0.67825922253725834,0.75059744630759972,0.78815860911520974,53,0.4466,0.6922,57,0.4026,0.6745,57,0.4609,0.6977,57
FIN,Finland,Europe,Northern Europe,Europe & Central Asia,North,0.9575,0.9097,0.9791,0.9836,93.51385075,2023,0.9351385075,35.3318,2023,9.7140,2023,0.9351385075,0.6829,0.1518,0.8953951209312501,0.85069550027275,0.06210487906874995,0.05900449972724995,1.0693603054304766,0.06940000000000002,-0.06940000000000002,0.9592,0.9310,0.9373,0.9420,12,1,1,1,,0.68287073275853738,0.82999674276118607,0.91296360324137149,16,0.5428,0.8210,25,0.5331,0.8173,25,0.5496,0.8236,24
NZL,New Zealand,Oceania,Australia and New Zealand,East Asia & Pacific,North,0.9265,0.9453,0.8728,0.9615,93.32610321,2023,0.9332610321,37.8531,2023,12.6495,2023,0.9332610321,0.7316,0.1977,0.86466634624065,0.88221165364413,0.06183365375935,0.06308834635587,1.071511576723423,0.07250000000000001,0.07250000000000001,0.9693,0.9315,0.9183,0.9390,16,1,1,1,,0.731600827984484,0.83889696968118566,0.9132371509028735,15,0.5845,0.8344,19,0.5736,0.8304,19,0.5951,0.8381,19
MAR,Morocco,Africa,Northern Africa,"Middle East, North Africa, Afghanistan & Pakistan",South,0.6841,0.5618,0.8827,0.6078,91.0,2023,0.91,7.0218,2023,5.4307,2023,0.91,0.1357,0.0849,0.6225310000000001,0.511238,0.061568999999999985,0.05056199999999998,1.0989010989010988,0.3209000000000001,-0.3209000000000001,0.8457,0.6071,0.6611,0.6980,120,1,1,1,,0.13571291899319871,0.42521429423336138,0.61636489286729657,106,0.2842,0.5573,93,0.2580,0.5440,94,0.2985,0.5642,96
USA,United States of America,Americas,Northern America,North America,North,0.9195,0.9136,0.9605,0.8842,93.52559662,2023,0.9352559662000001,38.0939,2023,21.8460,2023,0.9352559662000001,0.7363,0.3415,0.8599678609209,0.85444985072032,0.05953213907909994,0.05915014927967994,1.0692260045803919,0.04690000000000005,-0.04690000000000005,0.8954,0.9084,0.9797,0.9270,20,1,1,1,,0.73625485841735905,0.83974409890930113,0.90444793402750556,19,0.6706,0.8550,15,0.6626,0.8524,14,0.6849,0.8595,15
SGP,Singapore,Asia,South-eastern Asia,East Asia & Pacific,North,0.9691,0.9831,0.9881,0.9362,94.28518987,2023,0.9428518987,27.4344,2023,56.1384,2023,0.9428518987,0.5302,0.8775,0.9137177750301699,0.92691770161197,0.05538222496983003,0.05618229838803003,1.0606119597137107,0.0050000000000000044,-0.0050000000000000044,0.9867,0.8670,1.0000,0.9490,9,1,1,1,,0.53023476955011684,0.77014869776673156,0.90093758029184812,21,0.7957,0.9083,3,0.7947,0.9080,2,0.8074,0.9117,3
KIR,Kiribati,Oceania,Micronesia,East Asia & Pacific,South,0.4572,0.3904,0.3544,0.6269,88.0,2023,0.88,0.0400,2023,2.2969,2021,0.88,0.0008,0.0359,0.40233599999999997,0.343552,0.054863999999999996,0.046848,1.1363636363636365,0.03600000000000003,0.03600000000000003,0.7332,0.6321,0.5345,0.6280,137,1,1,1,,0.00077309475629154176,0.064928409514526039,0.35612107868203224,149,0.0560,0.3432,132,0.0555,0.3424,132,0.0658,0.3573,133
BHS,Bahamas,Americas,Latin America and the Caribbean,Latin America & Caribbean ,South,0.7143,0.5402,0.8652,0.7376,92.38729858,2023,0.9238729858000001,23.8163,2023,0.0138,2023,0.9238729858000001,0.4603,0.0002,0.6599224737569401,0.49907618692916006,0.05437752624305993,0.04112381307083995,1.08239987029611,0.32499999999999996,-0.32499999999999996,0.8363,0.7547,0.8738,0.8200,57,1,1,1,,0.46030641610665618,0.65471265949024682,0.77517508653279299,58,0.0882,0.4696,114,0.0800,0.4582,113,0.0917,0.4742,115
JOR,Jordan,Asia,Western Asia,"Middle East, North Africa, Afghanistan & Pakistan",South,0.6849,0.7591,0.6499,0.6458,92.53443944,2023,0.9253443944,7.0375,2023,2.0842,2023,0.9253443944,0.1360,0.0326,0.63376837572456,0.70242892978904,0.05113162427543996,0.05667107021095996,1.0806787246476024,0.10919999999999996,0.10919999999999996,0.8341,0.6990,0.6846,0.7360,99,1,1,1,,0.13601635868504314,0.43046882253223351,0.64382594434874274,99,0.2258,0.5479,99,0.2193,0.5440,96,0.2418,0.5574,98
CAN,Canada,Americas,Northern America,North America,North,0.8452,0.8552,0.8078,0.8725,94.14530182,2023,0.9414530182,42.5242,2023,16.3718,2023,0.9414530182,0.8219,0.2559,0.79571609098264,0.80513062116464,0.04948390901735996,0.05006937883535996,1.0621878953789305,0.0474,0.0474,0.9669,0.9056,0.9340,0.9350,18,1,1,1,,0.82188090088731947,0.85072375574002146,0.91329977918717231,14,0.6300,0.8472,17,0.6224,0.8447,16,0.6521,0.8546,18
CHL,Chile,Americas,Latin America and the Caribbean,Latin America & Caribbean ,South,0.8827,0.8612,0.9455,0.8413,94.45742345,2023,0.9445742344999999,22.9954,2023,10.7196,2023,0.9445742344999999,0.4444,0.1676,0.8337756767931499,0.8134673307513999,0.0489243232068501,0.0477326692486001,1.0586780408311043,0.08430000000000004,-0.08430000000000004,0.9157,0.8362,0.8306,0.8600,44,1,1,1,,0.44444057897066297,0.70474662881372518,0.81822374342716775,44,0.4921,0.7480,41,0.4814,0.7439,41,0.5036,0.7523,42
BEL,Belgium,Europe,Western Europe,Europe & Central Asia,North,0.8121,0.7224,0.8698,0.8442,94.62625074,2023,0.9462625074000001,43.7026,2023,18.6668,2023,0.9462625074000001,0.8447,0.2918,0.7684597822595401,0.6835800353457601,0.04364021774045995,0.03881996465423996,1.0567892019178187,0.14739999999999998,-0.14739999999999998,0.9584,0.9176,0.9494,0.9420,12,1,1,1,,0.84465627240766827,0.85003654208327295,0.91785009734566614,13,0.6506,0.8585,14,0.6252,0.8500,15,0.6712,0.8652,14
